,date,num_friends,num_photos,num_reviews,review_id,review_text,username
108,1/7/2016,14,8,18,7kbsuhoOEK0VpPE4I65oVw,"This is the best Chinese food I have ever had. I crave Green Dragon more often that I would like to admit. The staff is super friendly and they will come out to your car if you have kids with you when you come to pick up a takeout order. The vegetables are always fresh and bright. The meat is never overly fatty, tough, or greasy. If all you've ever had is Panda Express, do yourself a favor and go to Green Dragon.",Scott M.
109,1/3/2016,4,1,11,UhI-u3_2WW_IZPCs8VAoow,"Best Chinese food I've found in LA. We did order on NYE so we had a 2 hour wait but that was expected and definitely worth it. The sweet and sour is amazing, followed by the chicken fried rice and beef and broccoli. Didn't love the garlic chicken in brown sauce and the wontons were a little wimpy. Overall very pleased and next time I'm craving Chinese this will be the spot I hit up.",Jessica S.
110,1/3/2016,85,559,87,1v7r-M78Vf0tZ3bvQxBEVQ,Okay here I go..,Kamilla S.
111,12/19/2015,0,8,5,NZzC68oEJ6eozdySqZTbIA,Worst manager ever!!! Never again !!! Never again worst the manager yelled at us in our table and told us there was nothing wrong with our meal!!! When our meal wasn't even fully cook!! Never again!,Yeret G.
112,12/16/2015,2,16,44,VaekCys3VKrqQN2TESe3lQ,This review is not for the food because the food is great but I suggest being careful when you order to go or delivery. They staple the paper bags shut. Unfortunately one of the staples on the paper bag was sticking out and I cut my finger so deep and was bleeding all over...4 days later it still hurts so bad. The manager apologized but still they need to be extra careful.,L. L.
113,12/13/2015,103,46,23,qFIUstWMGnoezkxMLZLmJQ,"This place is awesome. I really don't like to mix words so here it is. Great food, great service. Heat it up the next day...still good. Enough said.",Martin M.
114,12/7/2015,8,1,12,Wy3eYI7OBjxqtpLGxXozIQ,"Yes, yes and more yes. This place is delicious and clean! The beef tastes like actual beef and not that gross chewy junk most places serve. The shrimp is perfect and the chow fun was amazing. The restrooms were squeaky clean which is a major plus in my book. Definitely recommend trying the low mein house special.",Laurie Q.
115,12/6/2015,28,2,46,IwYZEEjX7qXo59rzk4EnPg,Was there for lunch on Tuesday and got the lunch special Szechuan shredded pork.,Tal N.
116,11/23/2015,5,9,15,iaDmTD0Yd3RVjyKHFwcHEg,"I have ordered [delivery] food three times now. The food has been great every time. The quality is very good. The honey sesame shrimp is divine. My favorite has been the bbq pork fried rice, EXCELLENT!",Ingrid O.
117,11/19/2015,0,0,9,nVRyclhpAIWFT4RXVRiGGA,Omg finally found a place i can call mine for family fried rice and beef broccoli. Call for take out fast pick up service. Cant wait to dine in.,Eva A.
118,11/3/2015,0,0,2,SosBWaKCI4pHgwQsRKu07w,"The place was dead empty... The cook was sleeping in the seating area lol! The food is not at all worth the price, the entrees are small and overpriced. The food is plain disgusting.",David Y.
119,10/25/2015,429,2951,698,rqJ_rDP-8tCspgr_ocs3bQ,Ordered Chinese broccoli with side oyster sauce and orange chicken. Seriously 5 stars alone for the Chinese broccoli. The hot tea is just right and not too strong. ,Geri S.
120,10/22/2015,10,0,56,H8QEzrB4WQC9GULQ-v9qBw,The food was good. ,Jack D.
121,10/19/2015,11,14,51,4-8JwnCFanNl_M4FWUQcrw,"Came here on a Saturday night around 6 PM. Got seated right away but the restaurant filled up quickly after we were seated. They seemed under-staffed so service was not great, hence the 4 stars. But the food was excellent. We ordered the salt & pepper scallops, mu shu pork, crispy duck and vegetable chow fun. All dishes were wonderful and tasty. The salt & pepper scallops were spicy but not hot. Really good flavor. Duck was tender and juicy and came with the black duck sauce of course. And the mu shu pork...omg...this is so good! You HAVE to eat this with the duck sauce. So, so good! Food was delicious and price was reasonable. Our bill came out to around $57. We ordered 4 dishes and 3 drinks and had plenty of leftovers!",Irene C.
122,10/19/2015,0,0,8,FAAw_wsxAqtKDIFxs459ww,"I LOVE their food!! This restaurant is located in a strip mall in Eagle Rock, with easy parking available either in the lot or on the street. They offer a vast menu of chinese food. Having eaten here a number of times, I have been very happy and satisfied with my food every single time. Heck, last time I went, I even ordered a couple of to-go orders and took them home where my kids devoured everything! Good food, great prices, nice staff! I will continue to come here!",GermaicanSpice G.
123,10/14/2015,0,0,6,y7E3R_q1I_Ly8Sqq2kk5SA,"I walked into this place and instantly the smell reminded me of home. I was so excited to get something to go. I grabbed a menu found something I wanted and asked the lady how big their portions are and they were pretty huge for one person. My friend was outside sitting so I decided to go ask him if he wanted to share something with me, but before I went to go ask I went to go use the bathroom.... (bad idea) As I came out, two of the employees were waiting on me and swarmed up on me yelling, ""You came here to use our restroom?!"" ""Don't use our bathroom if you don't order"" I. was. shocked. I felt violated and harassed. I was totally embarrassed and definitely wasn't going to order food from them after they screamed me out their restaurant. I told them, ""I was gonna order until you guys started harassing me"" Then I through $5 dollars at the lady and told them, ""if its that serious heres $5."" I really wanted to try this place out, but what they did was so bad for their business and I will never ever eat here. I'm so disappointed and shocked with how vicious people can be in Los Angeles. I'm glad that happened because I would had never went next door to Organix it's a grocery store, but they also serve food to you too! I got the chix fingers and a barbacoa taco which was amazing! Jesse was our server and he was great.",Sarra A.
124,10/14/2015,2,75,69,aJLIjR5rKOMg678GcnkugA,"Stopped in during lunch time and got to take advantage of their lunch special. I read a review that spoke very highly of the Szechuan Pork so I decided to go with that. I placed my order to-go and was pleased (after 45 minutes passing when I finally made it to my destination) that my egg roll was still crispy and delicious. The Pork was said to be one of their spicy dishes, but being a chili/hot sauce fan I still would've asked for it extra spicy. I didn't taste much of a kick from it. All around it was a satisfying meal and I'd definitely return and try out some other dishes.",Jan P.
125,10/12/2015,1647,6995,2013,ci-tpy3Utj48yDjfhFmuYw,This represents really great tasting food in one of the better Chinese American dining spots I have been in quite a while.,Wendy B.
126,10/6/2015,0,0,24,jVf2QxWJq90cl7BPRcDsvA,"I was looking for a new local Chinese Restaurant, and decided to try the Green Dragon. ......   Found my new nw Chinese Restaurant. ..Food was great. Hot and fresh and everything we tried was delicious. ..Lady that helped me was very sweet and friendly.......Would definitely recommend this place. ..",Dee M.
127,10/5/2015,9,224,98,xAVv19sDGDDO_A9FGjUmIw,"Ordered 4 orders of Lunch specials and loved their Vegetable eggroll, it was Yummy !! the portions for lunch are Generous and comes w/ white stemmed rice and Soup. Soup was ok not my favorite, but the food was all pretty good, I wish they had a little more Veggies but overall it was good Chinese food close to home and perfect for take out ! Will come back....",Cindy V.
128,10/4/2015,147,14,51,ydBqSEyek_rTr668DyzOPw,Pretty good Chinese food by my boyfriends house! I'm glad we found another great option to order in than pizza! The customer service was great and the food was awesome! We can't wait to order again and try some new dishes :),Bre M.
129,10/2/2015,229,179,78,SeEN4uIGJJIwpgUiPGSm3w,"Love this place. So far we have had the Kung pao chicken, Mongolian beef and the honey glaze shrimp. Everything was delicious. My favorite though had to be the Kung pao. I can't wait to go back and try the rest of the menu. I'm not a fan of street parking so I like that they have a private lot. I saw allot of people getting to go orders and they even deliver. Even though we don't live in the area we got take out last time and it was still hot when we got home.",Pamela S.
130,9/29/2015,49,1,23,S4xmj896DhjJY7A2aZzMIg,"Lovely family owned restaurant. We're in love with their Sizzling rice soup and pan fried pork dumplings. Everything else is qutie good too, but those are our staples. Highly recommended for Chinese in the NELA area. (and that's saying something a a Yang Chow fan!)",Spencer A.
131,9/27/2015,61,0,4,aJzk1kaVzIFEnN6LQIQh2Q,"The pork dumplings are awesome!! The food always gets delivered quickly, the staff is great! I love this place!",Cam B.
132,9/27/2015,1,18,32,V0PsMOqlt8sz29k2Rr051Q,"The food is 5 stars! The service is 5 stars. The costs is 5 stars. I just wish they would use the air conditioner. Come on, it's 90 degrees outside and i hate sweating while I eat.  Please!!!!",Netty D.
133,9/19/2015,253,65,255,CcnKFulhe8hRjOT07Em-gw,"How now, brown cow. How now, brown cow. How now, brown cow. OK I'm ready now. As some of my colleagues stated, some of the best American Chinese around. I love Yelp for moments like this. ",David M.
134,9/13/2015,513,431,747,rqzTfpxFzhHAP7J0DGgOvw,"Delivery is quick and they take American Express. The Salt and Pepper Scallops were yummy but a little oily. The garlic eggplant was tasty but literally drowning in oil. The flavor of both dishes were really good, just overly oily. A little on the pricey side, I got these two dishes and rice for $30.",Cara H.
135,9/12/2015,54,0,26,1RZMELwP9jP08B30OLA6_Q,"This is our go-to Chinese take out place and it really doesn't get any better than this! This is not your junky, greasy joint, the quality of the food here is really good. I can even go as far as saying you can eat a healthy meal here. We usually go for the shrimp with Chinese broccoli, the veggie Mushu, the eggplant side dish and the veggie lo mein if we are feeling frisky...All in all a neighborhood gem!! Oh, the owners and staff here are super friendly and accommodating.",Fabiana P.
136,9/11/2015,0,2,2,tqbsaSB6uQ96Llc6mP5XwQ,"I'm not an adventerous person. So when I was stuck in traffic and saw the restaurant I looked up the reviews and thought hmmm let me try it! The food was really good. I have been looking for a good Mandarin restaurant since my favorite one closed in Glendale. The prices are reasonable, the portions are good, and the service is fantastic.",Maria L.
137,9/10/2015,1,0,3,RCkpOBnrrrSjNJLBGGzOFA,"LOVE, LOVE, LOVE, this place. I'm so happy I found you. Moving from the east coast I have found it hard to find really good Chinese food, but here you are. Thank you. Amazing.",Cheryl G.
138,8/30/2015,7,5,17,cxOsBzHZq4NA1f3AePSftA,We visited this restaurant after looking for Chinese Food restaurants in the Eagle Rock area. We were able to make reservations for our party of 7 (3 kids). The food was delicious and not greasy at all. I enjoyed the chicken lettuce wraps and wouldn't have ordered them unless our waitress had pointed out that our order lacked any items with vegetables ... Thank you Miss. Waitress for your observation :) ,Yvonne O.
139,8/28/2015,0,0,3,knBho3vxy71BfkDeoFt2Fg,"Fantastic Chinese food! I don't much care for Chinese food, but I really enjoy Green Dragon! Delivery is fast and the food is always hot.",BT R.
140,8/23/2015,80,21,32,YuiU6vUXOsyE09XxO4veRw,Not only is the food good but the service is excellent. It's definitely an added bonus when they're nice. ,Melissa B.
141,8/21/2015,9,2,10,mGM_EnTdhIdqnGjrWS7v7Q,"Food is decent although not traditional Chinese food. So the star is for the food. The service though is awful. I came with my family after my son's football game and it was already close to 2pm when we got there . We were seated, taken our orders and then that was it, the server never came back . It took an hour before they served our food and my poor boys lost their appetites. My husband had a migraine attack because it was a 100 degrees that day, we were exhausted and hoping to cope with hunger by going to this restaurant. We will never come back again.",Jellee B.
142,8/16/2015,0,1,3,ESKlx-OrMFS5usS-VVgSpw,"I did ask about it as it was given to me. Three employees looked at me as if I was the rudest person, how dare I question. Slanderous? I've posted only one comment on Yelp before, sadly it comes to this. I still hold to my 'accusations' or better fit as rightful opinion.",Stacy C.
143,8/14/2015,90,1,20,Winb8EdKyzH17vnkMIXH4w,"This has been my go to Chinese Food place for the last 6 months, and it will continue to be throughout the millenia. The ownership is caring, they know me and my order verbatum, and they deliver it to me whenever I ask, even though I am right down the street (I work a lot). ",Kyle T.
144,8/13/2015,73,0,14,7qTWv2Loewj3Lr19kQKQTg,Very delicious! Love their Szechuan fish. They are very friendly and accommodating too,Grace D.
145,8/11/2015,0,1,44,iaUKEHYgndfARbtfWGEGSg,This unassuming place is easily one of the best Chinese restaurants in Los Angeles. Ingredients are fresh. Always tasty. I've been here for dinner and lunch and they've never phoned it in once. Great at any hour. On top of that they're one of the friendliest places ever. Service is spot on. I get the vibe its family run too. Regardless you really can't beat it folks.,Bob R.
146,8/10/2015,1,2,9,NkWWz0iU6q8ZDg2KTnG_1w,"Our regular Chinese spot. They're always consistent and service is super friendly. Ambiance is a little odd- dining room is dated, but it's really not a big deal. Portions are big and perfect for eating family style. Our favorites are the combo fried rice and sizzling rice soup.",Jenny K.
147,8/8/2015,0,0,13,jP42vQCVB-XxmRouyvyrUw,"We got take out and it was very tasty. I used to live in NYC so finding good Chinese nearby without having to drive to Monterey Park or Alhambra is a major find. I recommend the salt and pepper shrimp, the sauteed green beans (which are not fried so that's a calorie saved) egg rolls and mu shu. Like the restaurants in NYC they send Chinese mustard and duck sauce. Keeper!",w l.
148,8/6/2015,4,0,1,2xO9K8CTZNLBGD40gsEOcA,So Delian! Always fresh got my whole family into green dragon . Love that they use white meat for the orange chicken and in most dishes . Food is delivered to your home just as good and warm .,Elizabeth A.
149,8/5/2015,265,435,794,0TauWXluwAfjjmzJa1Lu_w,"Let's get one thing straight, Eagle Rock Green Dragon is American Chinese and it is as good as it gets! I LOVE this restaurant. It's simple, has all the comfort foods you're looking for and then some! There are tons of items on the menu, try them all! The Szechuan pork is really yummy, so is their all white meat Orange Chicken, Szechuan green beans with pork, Kung Pao Chicken, House Special LoMein and almost everything else on the menu. The lunch specials are insane, it comes with a gigantic egg roll that's somewhere between a taquito and buritto size, egg drop soup which is seriously delicious, white rice and of course the entree.",Trisha W.
150,8/2/2015,0,5,50,53xq8sOUZA3QHRiTdxm4og,Everything in Green Dragon sparkles! The staff is friendly and efficient. Every dish on the menu that I've tasted has been wonderful. Hard to choose a favorite. They also provide delivery service - sometimes surprisingly fast but never annoyingly slow. The delivered food comes in containers that look just fine on the table - none of those traditional paper cartons for Green Dragon. Chinese food hasn't been at the top of my favorite list until now. ,Lynda C.
151,8/1/2015,1,12,39,R2a1u-2gmDYnlFLjxFL9qw,"We tried this place today because my grandma needed her chinese food fix and the place my aunt takes her in chinatown is horrible. Overall I am really pleased with what we got here. I feel like the food was average. We got the kung pao beef, the chicken curry, white rice, and vegetable pan fried dumplings. Honestly, nothing exceptional but it was pretty good. It was slightly better than the average chinese food place. The service was great, however. Everyone was very attentive and on top of refilling drinks, picking up plates, bringing the check, etc. And they were all so friendly and warm while doing it. I think if I were in the area I would go back and try something different because of the excellent service.",Alicia V.
152,7/30/2015,3,211,224,g4dW2-vgv3dKuFWoDV2-KQ,I have been on the hunt for my new regular chinese spot for a couple years( we had one for 30yrs that changed ownership :( ). ,Shawn G.
153,7/28/2015,43,62,197,QrvSFotDwIv8IDHdbTN1wQ,Salt and pepper fish,Julien B.
154,7/23/2015,93,2,677,s4WbqGrs2dAIw86vWRF2Lw,Take out on a rainy Saturday. Great customer service and pretty quick!,Claudia R.
155,7/21/2015,9,0,4,JW2wU8iitmjDYV9yH-7vig,This place is awesome the food is so delicious my favorite dishes are the orange chicken made with real white meat chicken breast my second favorite dish is the sweet and sour shrimp to die for their beef fried rice on point I left their in a food coma and this coming from me a chef of 15 years rock on green dragon I love your food and so does my wife and she loves chines food thank you green dragon for brings us great food to eagle rock,Joey R.
156,7/17/2015,6,9,36,toD-iFtJEYIgwadV4Fg7Lw,Great place food and service was fast and good. Orange chicken was pretty good and chow mien were fantastic. My daughter couldn't stop eating the chow mein. It's good and it's right down the street from us.,sean o.
157,7/13/2015,0,3,11,I-IjQOBG6xQ7MLnsdMK1rw,"Great lunch special - soup, veggie spring roll, rice, and entree for $7.95 Monday-Friday! Also, their veggie fried rice is delicious! We will definitely be back!",Katie L.
158,7/2/2015,0,0,34,B24c53sJGL5kA7Qt10ybjw,"Excellent food, we now have a go-to Chinese food spot! My family ordered three dishes to share and everything was very tasty and not heavy at all. I usually feel gross after a Chinese food meal but I felt quite normal after this meal and very satisfied. They have awesome servers to, friendly and always smiling :)",Michelle C.
159,6/27/2015,0,0,17,5wsKK9I5kq_A7n-Gec4_uQ,An unassuming little restaurant in an average mini-mall on Colorado Blvd. in Eagle Rock. But do yourself a favor and do not bypass this little gem. All of the staff is very friendly and willing to please the customer. ,Maryjo C.
160,6/25/2015,194,0,6,d8D1KF7ujtUO0NuD7zu5gA,I will drive all the way to Eagle Rock for this - that must mean something.,Nik D.
161,6/24/2015,26,31,31,1qe5nEThpMV2jVmhV-Lpug,I believe this restaurant to be the best Chinese food in the area. ,Cynthia B.
162,6/21/2015,378,695,1498,LNAK58T4g74hKKuqUICajA,Wow. What an awesome surprise. Searched delivery in 90065 and this came up. It's so hard to find Chinese food in LA Let alone delivery that isn't pizza. The salt and pepper scallops were good but didn't realize they're fried. The chicken Lo mein was no slouch either. Huge portions and quick service. This is now my go to Chinese delivery.,Bobby C.
163,6/20/2015,0,0,16,EFPgik3M61g8R2xdLVu41A,I love the fact that I love right up the street from this place. Our food is always fresh and delicious. We love the Kung Pao and Lo Mein. All the servers are very accommodating and attentive. You can never go wrong with this place!,Veronica R.
164,6/16/2015,0,2,16,aO19xCrfsU7ai_RTm4MJnA,"Great food, service and price. The fried bananas were delicious. Highly recommend this place!!",Jennifer D.
165,6/6/2015,13,0,11,9P9F8cyj5Q0bYWogMdb_Ug,"The best Chinese food you can order. Their house fried rice is amazing, the quality of the meat they use in their dishes is top notch as well. Favorites include schezwan shrimp dish, the orange chicken is really good, and the best pao beef/shrimp I've ever had. Delivery a lil long sometimes but I'll wait for good food.",Dimo A.
166,5/22/2015,41,2,28,LPrIGM3v_viDBgN5ZSUIdQ,First time ordering. Super yummy. Got the Orange chicken and honey shrimp with house special lo me mein. Will be back,Nico G.
167,5/14/2015,31,18,9,BrMmilM170163_A0Hkrd-A,i wanted to order food. the cost was $30 which i was fine to pay but she was offended i asked about the price and told me to go somewhere else lol wtf! I'm hungry!,Andrew A.
168,5/11/2015,3,3,22,4erNC2GdFU-MTaGaOFCLsQ,"So good! Stumbled upon this place after dropping my motorcycle off at Cycle Depot to get new tires put on.  Staff is so very friendly and accommodating. I had the pan fried dumplings, house fried rice and crispy orange chicken. Can't wait to come back!",Steven H.
169,5/10/2015,163,3,15,lhTPc90k8ORgmW6DqZOJ9A,This chinese food is bland. I had the hot and sour soup which wasn't hot or sour. The szechuan shrimp had no heat and was overly sweet for my taste. Their pork dumplings definitely don't do well as delivery food. We ordered them pan fried but they had no crisp and were sponge-like. ,jason l.
170,5/9/2015,0,5,18,n_GaxowsWsTUAhFG0tKKOA,I went yesterday with my family. Amazing! Everything was fresh and the service was excellent. I will be coming back many more times! ,Cris P.
171,5/7/2015,55,35,16,qfw9ij8Ib3AOq43XJHk7ag,"Honestly, I think proximity to Green Dragon was a factor in my move to Eagle Rock.",Jenna B.
172,5/3/2015,20,32,59,OPWk7Pws0t__w3oBgMomUw,Good food and prices. The atmosphere is casual and the staff is friendly and efficient. I'm looking forward to going back and trying other menu items.,Priscilla G.
173,5/2/2015,0,40,34,VAThtE3dkxRRxsSCiKEoBA,Nice little hidden place. It's clean and the food is good. The folks there are friendly and attentive.,Kenneth L.
174,4/30/2015,1,7,18,G3n1HyCjllvdEDH90UZIwQ,"Very 1st time @ Green Dragon for lunch today. I ordered the lunch special of shrimp & broccoli which came with wanton soup, egg roll, and rice. Very tasty and fresh. The price was reasonable too.",Denise J.
175,4/25/2015,84,2,38,bAdWyeQIUn_mvDSKn1jkng,The pork steamed dumplings are huge and amazing! The spicy crispy beef is not so spicy but still really great. Definitely recommend if you are HUNGRY. The portions are huge!,Don P.
176,4/25/2015,22,71,27,G-Cj4fPcds0Um4T0I7iQQg,First timer here and definitely coming back. Friendly atmosphere and Linda the owner is so welcoming.,Tess C.
177,4/22/2015,1,0,19,QBWfeXoEnb2WdFPOGMwz2A,"Great food. Sometimes the service is a little slow, but only because the get so busy that the kitchen gets overwhelmed (because they are so good). Always friendly though, and delicious. Great to have such good Chinese in Eagle Rock!",Deborah R.
178,4/20/2015,0,6,12,z-UBC3gx6G8iPIsgFIXa2Q,First time eating there with the family.. ,Maricar R.
179,4/10/2015,1,0,28,ZStp9-QS73CynZluYvoqBg,Finally good Chinese food in Eagle Rock!!!! Great food worth every penny & great service !!! We will be back !!!,debbie v.
180,4/6/2015,0,0,9,X1jSpudvAmKfeY0_or3CHQ,"Simply the best Chinese food I have had in a long time. Always very fresh and vegetables are cooked perfectly. Recommend the Aromatic Shrimp, Singapore noodles (gluten-free) and Chinese Broccoli. They always can accommodate my wife who must eat gluten-free, We ordered multiple times recently for programs at the Shambhala Meditation Center down the street for 20+ people, and everyone was always raving about the food. Delivery was on time and the food was hot. Linda is the best and so friendly too,",Malcolm D.
181,3/31/2015,0,0,4,ALSdAkUc-sGbvcDYwGTX_A,I've been here a couple of times and the service is always outstanding. The people that work here are genuinely nice and the food is delicious. What more could you ask for?,Camillia T.
182,3/22/2015,0,0,61,CPyGI_vzOZHfv5_LILfJNQ,i love this place. they always accommodate my request for orange shrimp which is not on the menu. this reminds me of the chinese food i had growing up and i'm so happy this place exists. thank you green dragon!,rindy c.
183,3/15/2015,12,0,4,1jK2wcetyqrb7Vby_PM0Uw,"Recently ordered lunch for 20+ participants in an Eagle Rock meditation retreat. Linda helped me select a menu and guaranteed timely delivery. Delivery was on-time; the food was hot, easy to serve and delicious. Will definitely order again!",Nora W.
184,3/8/2015,22,13,185,JvajfaOFj4ueSmX0BEoR_w,"Americanized Chinese food done right. I have to say some dishes are quite the same as how they prepared traditionally, even though they do give you fortune cookie and almond cookie for ending (take out). ",Francisco S.
185,3/7/2015,17,51,21,cRPqL2pmWF5JsB3l1apmig,"Out of all the Chinese placed in NELA this one for sure ranks either right on top of somewhere near. even though I thought it's a bit pricey in comparison to the places in Chinatown that I frequent, I consider the food really good!!!",Manuel C.
186,3/6/2015,1,1,39,GFFHPnFJWMWQzHkJ8IQzYg,"This place has good quality food - not too salty or corn starchy. The dishes are large, and while not cheap, consistently last me 2-3 meals. Also the woman who runs the place is super-nice. They have been slammed recently, so service is a little slower than it used to be, but it's still my go-to reliable Chinese.",Sidra G.
187,3/4/2015,204,163,134,Wv7AWLfMEEg070IyIlbPdQ,"Solid Chinese restaurant in Eagle Rock. We ordered the steamed and pan-friend pork dumplings, bbq pork fried rice, minced chicken lettuce cups, hot & sour soup, Szechuan shrimp and steamed vegetables. The bbq pork fried rice and shrimp dishes were probably our favorites. The filling of the dumplings was really tasty - but I would stick with the pan-fried. Too much dough for the steamed. Soup was piping hot which really hit the stop on a rainy day. The only main downside was the minced chicken lettuce cups. It was very bland and odd tasting. Just not at all what I've had other places - very dull looking too which was concerning. Would not recommend ordering that here. The waitress was super nice and was saying that wasn't her favorite dish either after we asked for our check and she noticed we didn't eat any of it almost. Service was attentive and we were seated right away (a nice change these days). Seems like a family run place, friendly staff who cares about their customers. Would definitely go back!",Sidney Z.
188,3/1/2015,71,17,131,AzMUprd8cES0ZK7eMvhVZA,"Love this place. The food is great- we got the Beef w/ chinese brocolli & Spicy Salty Squid....ahhh. The service is awesome...everyone came over with a smile and was very helpful, you can tell it was a family business, the mom even came over to ask us if it was our first time there. And the person I dub 'the smiley girl"" was so sweet...she made the entire dining experience so pleasant. I never got her name...but if you see her with her smile you will know who I mean! We'll be back! Even hubby, who usually doesn't like to try new chinese places (esp those in a mini mall) liked it!",Renren V.
189,2/22/2015,313,58,770,8ysuUifGw2hvg1JhG4w-VQ,"We order from Green Dragon all the time and work and I just remembered to write a review. I have ordered a few thing from here including their beef and broccoli and their cheng pi chicken (orange). They have a great lunch menu special which gives you rice, soup and an egg roll with your dish. The owner or the lady that works the front is very nice and helpful. They also offer brown rice if you're on the healthier side. Their food isn't super greasy or fattening like you would expect chinese food to be.",Jen T.
190,2/21/2015,169,426,33,-PBXo6IV7i4M2eL2leibUg,"Here last night and, again, today. Convenient location and tasty food. Happy New Year!",May A.
191,2/20/2015,0,0,8,97bY2X3RiGEGqPUpLpEcwA,"Great Chinese food! Love the orange chicken and fried rice. Great service, but needs to work on the pricing...",Daniel A.
192,2/15/2015,241,81,78,K_yRfZlQN3FUJsuBwcu0_g,One star added. I got their salt and pepper fish the other day. Ding ding ding! on the nomnom meter. Perfectly seasoned spicy crispy yummyness. And their orange chx (which i never ordered before bc I'm always on some sort of a diet ) - delish.,Anna G.
193,2/9/2015,0,8,19,YYNLUF35_5WO10pFR7EK-Q,"Excellent food. We ordered about 8 different dishes and all were delicious. We drove up from Long Beach to celebrate my Dad's birthday (he loves Chinese food) and placed the order ahead of time to be ready at a specific time. The order was ready exactly on time!! Since we had never been to this restaurant before, the lady (I forgot to ask her name) gave us great advice on how much to order and what dishes to get. She was so nice and helpful! We will be going back for sure.",Tina M.
194,2/6/2015,208,88,158,OYm0z5P9gh5IUP57oCfE7Q,"I'm doing something I've never done. I'm upgrading from 2 to 4 stars. Please read my earlier review, it makes some good points. Most notably, Green Dragon is located immediately adjacent to the San Gabriel Valley, home of literally millions of Chinese immigrants and thousands of delicious regional and authentic Chinese restaurants. ",Jim A.
195,1/24/2015,4,21,18,OJNxhv7bs3kOHjPYMO5UFA,"The owners are very polite. Very clean place, good authentic food. Even if we call for delivery they pretty knew it's us.",Pamela Kristen M.
196,1/13/2015,0,0,2,IlZ7ucg1pAht3fMS56bKMg,"Came in the other day for lunch and didnt have a huge expectation on the place. Of course i got the lunch special which is a pretty good deal. It all started off bad with almost a cold soup. But the plate was pretty dam good. I had the salt and pepper pork chop, a little under cooked for what im used to because i normally like things fried a lil harder than normal, but the flavors were all on point. The veg. Egg roll was real good too!  I would def. Come back, but not for the soup tho.",David M.
197,1/6/2015,32,51,154,N4GBVPc_SIzWFuZDUyQKWA,They have really become very attentive & the food got here in a jiffy.. :-) definitely love this place.. i highly recommend. .,Scuba W.
198,1/5/2015,1,0,5,rzJy9O0mS4cofOJ5793VHA,"I come here for lunch often. The food is consistently good and it'a a bargain, I usually get the Kung Pau Chicken. The portions are so generous... I eat half for lunch and save the rest for dinner. The hostess Linda remembers my name and my order and the fact that I like extra hot mustard. They're lunch specials are awesome...lots to choose from and a value at $7.95 and it comes with hot tea and a fortune cookie!",Karen S.
199,1/3/2015,0,0,24,iR9o1EjlUE-t9eqgrqRbQQ,Very good Chinese restaurant owned by a great local family. Highly recommend it for eat-in or take-out.,Chris G.
200,1/3/2015,0,0,111,TYXbPyRu3SBEwAPTrbWJVA,"These jerks put me on hold and never came back to the phone when I wanted to order food to go. All I got was a busy tone when I called afterward. Good job, idiots.",Matt G.
201,1/1/2015,0,0,148,vmYLS7nZ8cfR0kdLAS34nw,"Loved this place! This place was was super clean with friendly, efficient staff/owners. Ordered the chow fun. They don't have house chow fun on the menu, so I asked if they could make it and they did! That's going the extra mile for a customer! There were 4 nice-sized shrimp and plenty of meat and chicken in the chow fun. Chicken Kung Pao was very good and flavorful. For $5 extra you can add on to your dinner entree and get a small cup of soup, 2 deep fried won tons, foil wrapped chicken appetizer and an egg roll. All of them were very good. Dinner for 2 with a soda was $34.00 which was a good value based on good sized portions and quality provided. There was still enough food left to pack it to go for later! Amazing! Weekday lunch specials seem very good for $7.95 too!",Flying Black Wolf F.
202,12/30/2014,120,5,7,XcXpXPf8YUiRqYnwi6CD_Q,Best Chinese food I've had in a long time and I only have to drive 15 mins for it! Now I'm craving it as I'm writing this review...,Pauline A.
203,12/29/2014,4,0,47,gEKCdVZ6e2VIC4E18zT-wA,"We got some basics - veg fried rice, chicken lo mein, crispy orange chicken, spring rolls. It was way less greasy than other places (not really greasy at all) and they definitely use better ingredients. All of that ran is $35 and we have more than half left for tomorrow. They gave us so much chicken they cut a hole in the lid. People were very friendly.",Jeff A.
204,12/28/2014,48,54,24,FA53xmL9y7FnOiI4FhlqFA,I'm giving Eagle Rock Green Dragon only 3 stars because I wasn't impressed with the quality and flavor of items I ordered. ,Kathy T.
205,12/18/2014,23,175,35,EHoUUvW2vz-v-Xat05PlOQ,I'm pretty impressed with the food!,Jaye M.
206,12/11/2014,2,7,12,mHJbWZOzhHQpLf1xkYEjuw,Eagle Rock Green Dragon. Where to begin?! Here are my favorite things:,Ryan R.
207,11/23/2014,167,839,100,LhCZIdBKFlgNGnJUBDgEMQ,"Chinese anyone?  This place was good although for the amount of food you get, it's not cheap.",Roderick U.
208,11/20/2014,1119,675,778,w_NDFy53hlkhr7Kb4w7DxQ,"Wow I had this place delivery for lunch and it was awesome!! Some of the best chinese food I've ever had! I also liked that after eating, I didn't feel shitty, the usual MSG induced dehydration and headache did not happen!! ",Amy K.
